,window,time_step,name_dataset,name_model,time,num_params,RMSE,MAPE,SMAPE,MAE,R2,NRMSE,FB
0,0,PM2.5 (t+5),AQB4,BLSTM,45.51,803094,300.0013427734375,512.7447605133057,51.54199004173279,275.18695068359375,-4.947197576819259,118.80695647970221,-0.9120592976428877
1,0,PM2.5 (t+10),AQB4,BLSTM,45.51,803094,311.44415283203125,529.0829181671143,53.5750687122345,291.2182922363281,-6.572086168305538,121.48420350927314,-0.9694365872827597
2,0,PM2.5 (t+15),AQB4,BLSTM,45.51,803094,291.781005859375,394.9333190917969,49.4029700756073,270.70709228515625,-5.784542876010299,117.42192201412342,-0.8894636592024102
3,0,PM2.5 (t+20),AQB4,BLSTM,45.51,803094,274.6938781738281,328.01828384399414,45.52391171455383,250.10569763183594,-3.3897678609237962,113.09706237121173,-0.7763462727307172
4,0,PM2.5 (t+25),AQB4,BLSTM,45.51,803094,278.3116149902344,330.38933277130127,45.657965540885925,254.2003173828125,-2.3354097518408197,111.81328314656335,-0.7314268889409687
5,0,PM2.5 (t+30),AQB4,BLSTM,45.51,803094,273.6341552734375,307.6394557952881,43.252551555633545,247.9182891845703,-1.0177969181240298,110.56170852908174,-0.5834175828689067
6,1,PM2.5 (t+5),AQB4,BLSTM,46.5,803094,202.39962768554688,95.56722640991211,24.38887059688568,159.48883056640625,-0.01721206958359134,11.1200867175593,0.07293604377531937
7,1,PM2.5 (t+10),AQB4,BLSTM,46.5,803094,205.54776000976562,94.58444714546204,24.46129620075226,163.49305725097656,-0.042000421678998645,11.138066007626696,0.10895235064221044
8,1,PM2.5 (t+15),AQB4,BLSTM,46.5,803094,196.2457275390625,94.6943461894989,23.853205144405365,158.5084686279297,-0.028070283712338995,10.457213851062377,0.08944831979685748
9,1,PM2.5 (t+20),AQB4,BLSTM,46.5,803094,218.0146484375,89.242422580719,24.27622526884079,173.4458770751953,-0.1234276987528673,11.684386479687802,0.19924785517686006
10,1,PM2.5 (t+25),AQB4,BLSTM,46.5,803094,227.0972137451172,123.50248098373413,27.520698308944702,184.2706298828125,-0.07842552044101558,12.681853660199222,0.16895182402176537
11,1,PM2.5 (t+30),AQB4,BLSTM,46.5,803094,232.3113555908203,134.83819961547852,29.726985096931458,190.8528594970703,-0.04986182961851782,12.832042944412978,0.15320359618981463
12,2,PM2.5 (t+5),AQB4,BLSTM,45.0,803094,180.578125,108.37922096252441,28.104567527770996,152.3223419189453,0.0060461549724890595,2.4828307334424005,-0.02899342195152849
13,2,PM2.5 (t+10),AQB4,BLSTM,45.0,803094,178.90652465820312,102.32052803039551,27.18135118484497,145.85455322265625,0.019781030885160367,2.0568492124557354,0.029293975905661806
14,2,PM2.5 (t+15),AQB4,BLSTM,45.0,803094,182.94007873535156,93.74760389328003,27.177327871322632,144.7662353515625,-0.024409494064855375,1.8563601584535174,0.11150009198465789
15,2,PM2.5 (t+20),AQB4,BLSTM,45.0,803094,186.91041564941406,92.7889883518219,28.265899419784546,150.13671875,-0.09277047677485761,1.757631748187249,0.15371160501619827
16,2,PM2.5 (t+25),AQB4,BLSTM,45.0,803094,180.88861083984375,96.56558632850647,27.771231532096863,146.55429077148438,-0.06173852546539815,1.7594830691522354,0.09896570244967899
17,2,PM2.5 (t+30),AQB4,BLSTM,45.0,803094,174.6201171875,106.5038800239563,27.467098832130432,142.4319610595703,-0.03193981788680045,1.9531759514985683,-0.026640840207903433
18,3,PM2.5 (t+5),AQB4,BLSTM,35.86,803094,153.73672485351562,206.14855289459229,33.280184864997864,133.7201385498047,-0.17045070755297953,107.34838475963177,-0.24232580118937674
19,3,PM2.5 (t+10),AQB4,BLSTM,35.86,803094,160.632568359375,209.22417640686035,33.87613594532013,140.00230407714844,-0.11972719853576219,109.36912751677852,-0.2134676726326243
20,3,PM2.5 (t+15),AQB4,BLSTM,35.86,803094,171.5181884765625,178.24841737747192,32.11698830127716,143.75157165527344,-0.03469840670467761,116.16286712274973,-0.12201483474261494
21,3,PM2.5 (t+20),AQB4,BLSTM,35.86,803094,164.38067626953125,115.62533378601074,28.28279137611389,135.6038818359375,0.00013482903970607474,112.31548438216772,-0.014420901068148256
22,3,PM2.5 (t+25),AQB4,BLSTM,35.86,803094,162.04318237304688,103.54225635528564,26.94752812385559,130.73825073242188,-0.0051342195676507,118.27879935401236,0.04549720113365084
23,3,PM2.5 (t+30),AQB4,BLSTM,35.86,803094,162.7645263671875,101.92725658416748,27.30567157268524,132.20362854003906,-0.003887314368782757,119.23693270735524,0.03571537487903204
24,4,PM2.5 (t+5),AQB4,BLSTM,155.73,803094,328.69940185546875,239.61715698242188,36.92484796047211,261.5770263671875,0.13129169967514376,0.9563308890303989,-0.04146722925090376
25,4,PM2.5 (t+10),AQB4,BLSTM,155.73,803094,357.35205078125,226.47154331207275,40.624573826789856,290.14581298828125,-0.04039539173641793,4.111146219969638,0.08893122760951133
26,4,PM2.5 (t+15),AQB4,BLSTM,155.73,803094,358.35552978515625,181.78216218948364,39.74934220314026,279.0941162109375,-0.04727429128512006,2.5618641887960436,0.21714257257691358
27,4,PM2.5 (t+20),AQB4,BLSTM,155.73,803094,357.2151794433594,172.22683429718018,39.83501195907593,281.24578857421875,-0.015180243874013177,1.6359840466346343,0.2804691010216195
28,4,PM2.5 (t+25),AQB4,BLSTM,155.73,803094,350.5569763183594,211.89677715301514,40.21146595478058,285.56488037109375,-0.045081769773886116,1.7626554400626924,0.19769944557410774
