,window,time_step,name_dataset,name_model,time,num_params,RMSE,MAPE,SMAPE,MAE,R2,NRMSE,FB
0,0,CO(GT) (t+5),AQI1,TCN,11.25,105158,41.08963394165039,370.46594619750977,77.13563442230225,13.698783874511719,-0.003833490513568849,2.1087282948656307,0.7534116807270199
1,0,CO(GT) (t+10),AQI1,TCN,11.25,105158,34.691219329833984,805.5950164794922,95.87528705596924,15.442864418029785,0.056597634469834346,1.4555993612652154,-0.5852222344443166
2,0,CO(GT) (t+15),AQI1,TCN,11.25,105158,40.67360305786133,782.9015731811523,94.21015977859497,17.960453033447266,0.01587458235549355,1.9785410683984193,-0.21826220810354385
3,0,CO(GT) (t+20),AQI1,TCN,11.25,105158,40.93925094604492,610.6982231140137,95.21307349205017,17.600372314453125,0.003280866872273691,1.7504568208660343,-0.16500162735978705
4,0,CO(GT) (t+25),AQI1,TCN,11.25,105158,28.965087890625,71.13571763038635,46.34144306182861,7.391215801239014,0.5961672697713766,0.2025279073131948,0.804480986505419
5,0,CO(GT) (t+30),AQI1,TCN,11.25,105158,45.61582946777344,431.1399459838867,84.4981849193573,16.12931251525879,-0.0012684441137680302,1.7826447624528667,0.790300997280145
6,1,CO(GT) (t+5),AQI1,TCN,10.8,105158,144.4444580078125,142.67988204956055,99.41800236701965,106.8187026977539,-1.0399764582263655,35.538760776267885,1.9490955551996403
7,1,CO(GT) (t+10),AQI1,TCN,10.8,105158,145.93605041503906,113.69811296463013,85.41927337646484,107.23859405517578,-1.0813035400269295,19.712446334239527,2.0195777894106
8,1,CO(GT) (t+15),AQI1,TCN,10.8,105158,142.02056884765625,146.07418775558472,93.49020719528198,103.84032440185547,-0.9708172772810366,15.47502246652052,1.9275119272676342
9,1,CO(GT) (t+20),AQI1,TCN,10.8,105158,143.37197875976562,212.8934621810913,82.84549713134766,105.540283203125,-1.0074133271840071,3.4068012559734884,1.944779615218969
10,1,CO(GT) (t+25),AQI1,TCN,10.8,105158,140.4158477783203,500.234317779541,82.26320743560791,106.34740447998047,-0.9274847128316062,2.8441500521091534,1.737995680421604
11,1,CO(GT) (t+30),AQI1,TCN,10.8,105158,143.66036987304688,110.46555042266846,92.41260886192322,104.46927642822266,-1.0190806832981791,23.70257005915776,1.9947787910810542
12,2,CO(GT) (t+5),AQI1,TCN,17.19,105158,101.61714935302734,426.6520023345947,71.0764229297638,80.81861877441406,-0.00628946100397898,0.6470614326276843,0.6861903718524529
13,2,CO(GT) (t+10),AQI1,TCN,17.19,105158,112.48579406738281,683.3126068115234,73.22179079055786,92.83403778076172,-0.2330599330243348,0.6576043454753528,0.5464743558055026
14,2,CO(GT) (t+15),AQI1,TCN,17.19,105158,134.7452850341797,1340.6198501586914,74.11520481109619,112.91533660888672,-0.7693595160129583,0.5467961466353153,0.2805673082480316
15,2,CO(GT) (t+20),AQI1,TCN,17.19,105158,146.92491149902344,1509.5810890197754,85.35856008529663,136.3699493408203,-1.1401074517664873,0.7473716483184689,0.6917624425508142
16,2,CO(GT) (t+25),AQI1,TCN,17.19,105158,147.01182556152344,1484.066104888916,82.49876499176025,136.79627990722656,-1.2493746364484486,0.8170662145957397,0.8373839488485547
17,2,CO(GT) (t+30),AQI1,TCN,17.19,105158,152.97544860839844,805.2906036376953,87.40214109420776,140.60400390625,-1.6427708529336105,1.6613882471692687,1.2727353119668008
18,3,CO(GT) (t+5),AQI1,TCN,15.49,105158,54.39525604248047,1544.5510864257812,99.38325881958008,35.78260803222656,-0.7466306720001459,0.3953183324770509,-1.249538256794525
19,3,CO(GT) (t+10),AQI1,TCN,15.49,105158,52.35723114013672,1369.264316558838,99.28643703460693,33.39155578613281,-0.6183484987949848,0.3821097754892433,-1.1942577287772551
20,3,CO(GT) (t+15),AQI1,TCN,15.49,105158,48.17757797241211,1052.1000862121582,99.58540201187134,29.52248191833496,-0.8047655280694863,0.37269543143912587,-1.4024031743676884
21,3,CO(GT) (t+20),AQI1,TCN,15.49,105158,46.97689437866211,1291.9751167297363,98.81464838981628,29.831151962280273,-0.30329946617810855,0.3911964035643133,-1.1287756904950128
22,3,CO(GT) (t+25),AQI1,TCN,15.49,105158,40.28831481933594,1113.222885131836,97.941654920578,21.101797103881836,0.040614611455912164,0.3292326006904653,-0.8216113610941198
23,3,CO(GT) (t+30),AQI1,TCN,15.49,105158,49.193702697753906,1266.927719116211,99.62678551673889,28.01679801940918,-0.4326722897634161,0.43202668147511675,-0.9626799377112198
24,4,CO(GT) (t+5),AQI1,TCN,14.66,105158,45.270530700683594,780.3208827972412,95.01604437828064,22.589698791503906,0.018873199186131617,0.6754964934785213,-0.3301480142806675
25,4,CO(GT) (t+10),AQI1,TCN,14.66,105158,47.45185852050781,1363.2455825805664,99.17051196098328,28.519880294799805,-0.07815090067530939,0.7972296199885945,-0.6906123386637048
26,4,CO(GT) (t+15),AQI1,TCN,14.66,105158,47.94914245605469,958.2159996032715,99.20662641525269,27.52562141418457,-0.09969549694417879,0.7886366770596183,-0.640282702602079
27,4,CO(GT) (t+20),AQI1,TCN,14.66,105158,48.66304016113281,1193.554973602295,98.67821335792542,33.43763732910156,-0.1329343130432581,0.812627965237346,-0.9537793354958467
28,4,CO(GT) (t+25),AQI1,TCN,14.66,105158,44.70347213745117,1516.3814544677734,97.65234589576721,34.145172119140625,0.0425604992391001,0.5460628572504305,-1.0592356354890993
29,4,CO(GT) (t+30),AQI1,TCN,14.66,105158,52.598148345947266,1694.9203491210938,98.69169592857361,40.0526237487793,-0.3258619457955474,0.8712634730065953,-1.1226985281467698
