window,time_step,rmse,mae,r2,fb,nrmse,num_params
0,PM2.5(t),26.03099871739122,20.103530236010283,0.35144011186564084,-0.3126822893382224,0.15773374018899664,675145
0,PM10(t),57.974523220551404,46.13563250895566,0.24552033965662523,0.08027869652137301,0.3307463575579501,675145
0,SO2(t),11.322767322098183,9.374042076149529,0.31036466692810316,-0.14047003334321972,0.9486473810272974,675145
0,NO2(t),23.783109252204053,19.910845450635225,0.4270796246791875,-0.053281711952453244,0.3308670202621325,675145
0,CO(t),211.2946891396387,149.94752569618464,0.8200314384164263,-0.047609526575894914,0.10750163625171563,675145
0,O3(t),25.835462409676328,21.886318120826687,0.24497440869610498,0.007447777323280785,0.9920584567211372,675145
0,TEMP(t),5.780650203333321,4.465652448426253,-0.322533124541456,0.28810180984627143,3.150790338127491,675145
0,PRES(t),14.914210148893781,12.499138559785278,-4.254059963169909,0.006765450677117186,0.34811445910313277,675145
0,DEWP(t),5.408154522574139,4.341185687323036,0.026977243421144936,-0.6106851449275538,0.5447135209894857,675145
0,RAIN(t),0.2104817202793442,0.16957078000864473,-3.9527411432230704,-1.6660288017109626,0.6168449448001061,675145
0,WSPM(t),1.5006638189220212,1.2708936915457623,0.07077113880544972,1.0,-0.10832754809669343,675145
1,PM2.5(t),23.802440314590044,17.725503260234618,0.822529723774167,-0.0005477562824582012,0.11888606109659597,675145
1,PM10(t),53.402678914093975,42.2069048851541,0.42907342742338894,-0.15431132718776927,0.2526472619948189,675145
1,SO2(t),17.618741610835027,15.498368018149186,-2.517831102897409,-0.8362657083855921,0.7162194374264216,675145
1,NO2(t),29.413133652410853,17.684402867683076,0.0936439832106164,0.12059940157310303,0.3707886118175286,675145
1,CO(t),283.73030107894215,206.4770926229609,0.875596878670158,0.08502392495927459,0.11981562400323839,675145
1,O3(t),55.28088293659199,46.65237071957115,-0.05607194188888043,-0.2727344052298759,1.2515236922895803,675145
1,TEMP(t),4.292363505579196,3.0801170085211216,-0.15176435007080702,0.03987278096457157,0.3623432960822083,675145
1,PRES(t),14.473563655950151,12.827816215851024,-20.752325697522217,0.0015150943880492867,0.2589792486000001,675145
1,DEWP(t),8.25013305208051,7.600006853999956,-1.7116857678217636,0.634087512055667,0.5953622082384664,675145
1,RAIN(t),0.9758905537956213,0.3000487128811531,-0.04746631488880659,0.18832498391100647,1.6886275398049313,675145
1,WSPM(t),1.5006638189220212,1.2708936915457623,0.07077113880544972,1.0,-0.10832754809669343,675145
2,PM2.5(t),37.8857228216917,26.141377909753306,-0.06905611574201842,-0.10158578337813187,0.13852879424196374,675145
2,PM10(t),46.058748286118515,34.17394217005316,-0.0622317168074511,-0.07217364669817915,0.1765241914950579,675145
2,SO2(t),7.185621287868602,5.483885015473385,-0.2751514618859334,-0.29701564777862577,0.3726932825782872,675145
2,NO2(t),21.082440854475912,17.75235204876594,0.15858432047222748,-0.07735808006115019,0.41331246931311294,675145
2,CO(t),207.6065797696283,139.930710606605,0.803793047672639,0.030484523540311594,0.07551034921470619,675145
2,O3(t),64.57954774877156,54.924953648973165,0.05613818832507678,-0.09006231019382342,0.7936114907768089,675145
2,TEMP(t),4.356415000123977,3.4520616615343385,-0.10075884190920736,0.008447751680974298,0.5605339533157533,675145
2,PRES(t),9.438022853124492,6.476861610652511,-11.492670539973082,0.0032882095868873714,0.16568970307028402,675145
2,DEWP(t),3.0419771943419596,2.670654472015189,-1.3918008593479887,0.11802595222897527,0.5815221347136229,675145
2,RAIN(t),1.1785530522640457,0.4211711158249644,-0.23309466591927297,-7.160280671027396,0.8192243869126041,675145
2,WSPM(t),1.5006638189220212,1.2708936915457623,0.07077113880544972,1.0,-0.10832754809669343,675145
3,PM2.5(t),27.277375544583627,21.342071767533255,0.6554763471660017,-0.05903395034722704,0.18069599808289633,675145
3,PM10(t),43.69399349952318,34.372072222847606,0.43375544658595067,-0.006518333584065293,0.2641285703901371,675145
3,SO2(t),7.520122076619913,5.225437272305186,0.15629470009156576,0.14856687732677015,0.48111329774690503,675145
3,NO2(t),22.989906324100776,16.86703869081893,0.24091877785100202,0.09652002020945655,0.41474595477615167,675145
3,CO(t),248.3170338277178,165.44455661413804,0.8904905300544872,0.04125583619801687,0.09826227041651708,675145
3,O3(t),49.120585513124716,44.758041903657734,-0.6240127452529967,-0.7521811594803604,1.3998281906138277,675145
3,TEMP(t),6.131668741000002,4.69437914434469,-1.1981158883406784,-0.17620577447674735,0.8409166232133857,675145
3,PRES(t),15.950626666739966,14.322645156188582,-12.406118841582922,0.014264205124430728,0.5716990446881948,675145
3,DEWP(t),4.935221373984067,3.468766756477596,0.010888149800912239,-0.18769259657402707,0.5097840671181884,675145
3,RAIN(t),0.7266709032539775,0.26977730431834107,-0.13587410778526077,-0.6157453217334321,0.8536629989724466,675145
3,WSPM(t),1.5006638189220212,1.2708936915457623,0.07077113880544972,1.0,-0.10832754809669343,675145
4,PM2.5(t),59.831935789722856,33.27983461236054,0.19545134643988693,-0.3961169915811972,0.1353076360262317,675145
4,PM10(t),61.621386350887434,39.58140074831885,0.3247510641528022,-0.3017396337395942,0.1362079138598233,675145
4,SO2(t),11.123226897193666,8.129251575263888,0.16755552693029951,-0.06908264840670307,0.5515055761220502,675145
4,NO2(t),31.569019556572673,23.753437947927033,0.210942435318907,-0.2840062233245185,0.20309721583934268,675145
4,CO(t),569.0448436802498,232.47673209808158,0.6009867240178093,0.07289892391185095,0.12579719579794618,675145
4,O3(t),21.41525761581521,18.649077153915282,0.13810188024134273,0.18795636690972214,0.7302378984885762,675145
