time_step,rmse,mae,r2,fb,nrmse,num_params,rmse_std,mae_std,r2_std,fb_std,nrmse_std,num_params_std
CO(t),577.812327838936,394.6176433139377,0.5626624999974733,0.12288382311886405,0.8226992174927783,237722.0,464.5234590217961,331.36615455575316,0.2978990093167167,0.19214288874260219,2.4232825114835586,0.0
DEWP(t),7.324706733385403,6.331002211421025,-1.5423855391422292,0.41111004448103555,3.066577031245019,237722.0,2.9531424407156357,2.924743762906173,2.0684773452514422,4.067968017946177,8.380442965507813,0.0
NO2(t),27.749361303354394,21.61353421125272,0.18594658108763645,0.01887156159252347,2.103270155333034,237722.0,7.958794121776548,5.521263113012124,0.2376245378770427,0.20467106583358308,6.136360943945068,0.0
O3(t),41.175563145273536,34.330461423595736,-0.008846630464333689,-0.04864574172297371,6.075702267723652,237722.0,19.997339924218867,17.122852710744446,0.4778084246919662,0.3537556778054567,17.992947896562008,0.0
PM10(t),72.83260495838785,54.90699169562798,0.07429369655662289,-0.038734596232363895,2.080938907042767,237722.0,29.62971139571318,22.290784502327064,0.6810776519282489,0.2993899026853716,7.468727708034482,0.0
PM2.5(t),52.872163190645864,37.86050310522755,0.35108184715150786,-0.00775647436000246,3.149168252171975,237722.0,26.28204259634502,17.41544897362287,0.27866458051720305,0.2663902673510787,14.58466736864072,0.0
PRES(t),29.529209235166125,27.229121908405123,-77.56941981329119,0.01688010008422593,0.9581141230848811,237722.0,22.15100152748514,21.929486781778326,103.83783390986535,0.03007143446838605,0.9872292398237966,0.0
RAIN(t),1.0919690950185381,0.7976501332219218,-1337.2274665685948,-2.298077728132322,1.656998027056737,237722.0,0.7868589720899765,0.7079141747061981,6569.495318218363,1.9263188662390758,2.685036890882734,0.0
SO2(t),9.423798858713406,7.394189434125071,-0.27114306097725277,-0.031025634899522377,2.380289417800944,237722.0,4.037332124119004,3.4430942766659456,0.927963905224453,0.4134064361428839,6.580559438214739,0.0
TEMP(t),6.3501934141051,5.330085416596133,-1.3403674483857382,3.961861134888998,2.9946272780712375,237722.0,2.1457973511890995,1.9980586333235435,1.8989167654171888,20.92367562573053,2.9878643020078384,0.0
WSPM(t),1.8752691840352773,1.4343917104433166,-0.45105241591454387,1.0,0.5868570336965239,237722.0,0.0,0.0,0.0,0.0,0.0,0.0
