window,time_step,rmse,mae,r2,fb,nrmse,num_params
0,use [kW](t),0.7541292357585582,0.5013939336633182,-0.18126017632736935,0.33975662643682547,1.842905717268266,123702
0,gen [kW](t),5.444163125079128,5.412022061478321,-6099.889975040418,-2.024397525304807,2.5739600975920083,123702
0,Dishwasher [kW](t),4.944269156904425,4.932180917820148,-622.7079548349108,-2.0281081697558014,4.490473044924907,123702
0,Furnace 1 [kW](t),6.056748752734307,6.032886829302163,-929.4512665401139,-2.13435427479537,3.268055721510729,123702
0,Furnace 2 [kW](t),7.136700762595885,7.096078891645453,-930.0401292958542,-2.1257084611385024,2.303284699045058,123702
0,Home office [kW](t),7.728902821115844,7.7184210646631515,-7315.549875359858,-2.0453436444014192,4.651301683675112,123702
0,Fridge [kW](t),5.445451016633418,5.4365906744073085,-5643.908358397293,-2.0436204956843187,5.5405610505362075,123702
0,Wine cellar [kW](t),5.123243724958601,5.116280565369716,-21369.58524475054,-2.0149050354626024,4.785015346687982,123702
0,Garage door [kW](t),5.190319040214076,5.185730016033612,-1520045.401278849,-2.010256145151863,6.191638418145544,123702
0,Kitchen 12 [kW](t),6.546909023347401,6.537108403651466,-764519728.9265381,-2.0003779315297585,4.338544911538005,123702
0,Kitchen 14 [kW](t),5.666222002152363,5.638577617707702,-1737.1102124571958,-2.0125433099226857,2.798717430359691,123702
0,Kitchen 38 [kW](t),6.191021872168582,6.186907100819801,-388122603071.4602,-2.000005921198325,6.541821510652063,123702
0,Barn [kW](t),5.861763044914223,5.832786238246892,-3334.4679112450644,-2.0426828628209512,3.1960382185830674,123702
0,Well [kW](t),7.256240557721068,7.224504843204764,-1600.3717884758173,-2.0140627379358036,3.7393062046574856,123702
0,Microwave [kW](t),5.9143740309615955,5.877209582043714,-3838.304798423676,-2.0077687964160167,2.9721472982261954,123702
0,Living room [kW](t),5.083061530221014,5.058202479426836,-1480.095331174001,-2.0621790854144595,3.6142845072382843,123702
0,Solar [kW](t),8.359797569126417,8.352070060266902,-14384.417015375793,-2.015741651830304,5.708406398791035,123702
0,temperature(t),5.426134795897844,3.6647976918154153,0.7101905040447613,0.0844661702320762,0.20884194965472463,123702
0,humidity(t),0.22663768707265636,0.1842871809882625,-0.4440928530830788,0.2685406916834836,1.160782418100425,123702
0,visibility(t),2.3893409056279236,1.3113478208962779,-0.3305162134288011,-0.13949596425349034,4.553800725690558,123702
0,apparentTemperature(t),6.438506283359083,4.6423402159067075,0.7158132727929192,0.05826155961976522,0.24735454041037247,123702
0,pressure(t),532.4807095662943,532.189167067905,-3118.767459259279,0.715258322032098,13.988867074642233,123702
0,windSpeed(t),3.89653545404568,3.0221946589278423,0.15461520010417473,0.409579568723449,0.6383322676158144,123702
0,windBearing(t),86.22366140964499,74.18525768606136,0.01822515643265299,0.2746212680880869,1.9106828847268025,123702
0,precipIntensity(t),4.509939341415228,4.492493600130175,-45103.62272897459,-2.0065893420760808,2.9669900010187833,123702
0,dewPoint(t),11.315412657470665,9.059210196508326,0.4094996725442883,0.2749590295917767,0.5455805178151545,123702
0,precipProbability(t),6.155356064976333,6.122624099306748,-660.1839022861194,0.0,-2.0784072907439133,123702
1,use [kW](t),0.6509519877720936,0.49392997613348,-0.040025941154113065,-0.05191770263543415,1.0049041931774056,123702
1,gen [kW](t),6.339097033098574,6.324144117211576,-2672.2465346972276,-2.0367552219840737,4.5810416510560374,123702
1,Dishwasher [kW](t),6.507117015432967,6.497621327872787,-796.1404928774424,-2.0283527023105643,8.293771146712693,123702
1,Furnace 1 [kW](t),5.580840573262023,5.570486663631467,-720.5532989068686,-2.1934953720226225,4.221910662857958,123702
1,Furnace 2 [kW](t),4.820531099373104,4.807306992402195,-327.4981651960521,-2.2664752736602853,4.515586390113394,123702
1,Home office [kW](t),5.398212084639785,5.392607545963795,-1987.2964019591825,-2.058014815395783,6.640991279223096,123702
1,Fridge [kW](t),4.928225414623863,4.90864166855513,-5606.019111161774,-2.0402533543540744,3.342567182835112,123702
1,Wine cellar [kW](t),6.994376679728675,6.989533487783979,-47717.29557810163,-2.0097537365988383,8.143357214436122,123702
1,Garage door [kW](t),5.393818487730876,5.382924765849554,-3635370.5665541035,-2.009700423842652,3.054857370183338,123702
1,Kitchen 12 [kW](t),4.641181911124706,4.610241036631026,-3980.2249563813652,-2.0078794406528657,1.9588856344659127,123702
1,Kitchen 14 [kW](t),6.450752052708316,6.443721713881327,-2771.704555952553,-2.006040127601425,6.594583422950315,123702
1,Kitchen 38 [kW](t),6.8768756961530455,6.8764078368983,-390854761663.3723,-2.0000061366545485,16.355498823892233,123702
1,Barn [kW](t),5.57647586077861,5.572995035972777,-2711.662477493008,-2.052644120538979,8.707361195862346,123702
1,Well [kW](t),5.7452517652554205,5.738102482133591,-1782.878367805514,-2.012169039054778,4.779202665388212,123702
1,Microwave [kW](t),6.829710388892197,6.824379118567981,-7649.750705486072,-2.0049381736301775,6.286919090307205,123702
1,Living room [kW](t),5.313983806076594,5.3090823311697966,-4307.776339672397,-2.0211195931368535,5.686758083015114,123702
1,Solar [kW](t),5.688090440399012,5.681617453653193,-2151.371334299882,-2.0409970254509333,7.303253028135173,123702
1,temperature(t),3.8187690260936322,3.2955703874895157,0.3306138756800846,-0.05649176275016062,0.2562101538325254,123702
1,humidity(t),0.21235335051124785,0.1913901137025882,-6.174851043628101,-0.3249324362161383,0.7261382881476393,123702
1,visibility(t),0.8970584293280492,0.6834110512553343,-0.07071787411333541,0.015224707627235802,0.6594650712696373,123702
