time_step,rmse,mae,r2,fb,nrmse,num_params,rmse_std,mae_std,r2_std,fb_std,nrmse_std,num_params_std
Appliances(t),65.48066116276797,34.193254225871286,0.22228541269147423,-0.04327665798883496,0.22372706489239264,168506.0,25.688928060675085,11.501206066519941,0.9733790648501082,0.16826826014068497,0.11218250705867787,0.0
Press_mm_hg(t),23.405660783186708,22.702783711234915,-811.0783083769196,0.026720899990516023,1.1742471743054363,168506.0,14.97111692299455,15.130976128098267,1337.21635337311,0.02570540668561233,0.807265322337334,0.0
RH_1(t),2.7464831477851193,2.4001893160617067,-2.7479293112556467,0.007270030666878738,0.9464396683111475,168506.0,1.6296041560250576,1.6152206892996783,3.5438309985163485,0.06487964540047172,0.632703887097366,0.0
RH_2(t),2.9570004346363086,2.528748395382649,-2.2906114960213206,0.01165951168268605,1.3503013424452646,168506.0,1.783361436326006,1.7317205079359395,4.758321915214587,0.06702929166625628,1.734399443265209,0.0
RH_3(t),2.031120944370784,1.7921137839256305,-6.22923633072626,0.006030414569239971,1.1887371592272078,168506.0,1.2238459804235655,1.2315497189602918,11.002083295254911,0.0518156992986418,0.9855551151019403,0.0
RH_4(t),2.666453183921537,2.391819818107844,-8.572024766805528,0.010930637173131431,1.5218059885534982,168506.0,2.0559418369274383,2.091201182516927,15.644460081846649,0.07484236407701282,1.717596094612565,0.0
RH_5(t),7.852972631643121,6.0444977219160565,-9.576514482671993,-0.010818329779668382,1.1581709869909662,168506.0,3.367008038840388,2.7674652255826464,34.661586147651256,0.10579434521447467,0.8280984678147738,0.0
RH_6(t),12.528763784392641,10.762473652306825,-1.331392874659571e+27,-0.001656320461491012,0.98545623159043,168506.0,6.677133682202219,6.292683861467054,7.292339103526954e+27,0.35394431536899346,1.951235768325471,0.0
RH_7(t),3.748256707934636,3.4139816035815476,-5.501471228024611,0.015879155479590765,1.1991875653231603,168506.0,2.558299291815767,2.5732362960760637,11.250304423208965,0.11424671187152224,1.0522380115070071,0.0
RH_8(t),3.8670612138027276,3.3802426237175487,-4.443221714163652,0.006094168747829059,0.9943951273627881,168506.0,2.5920087759514137,2.6625300801662495,9.561652966915956,0.09273205458317921,0.8992518793766022,0.0
RH_9(t),3.0996040688473414,2.76166036609408,-5.2566693814387895,0.014195025256257944,1.3316159172925266,168506.0,1.8346586267913827,1.8791949130513,11.810527729338972,0.07230157629479166,1.3663613150950624,0.0
RH_out(t),10.750550565588888,9.145711685011408,-0.703201372897227,0.021081640094087604,0.8023353884511838,168506.0,4.891004168693946,4.488723292150429,2.386863102357385,0.09746091010672625,0.6313175960119262,0.0
T1(t),1.1008566948869911,0.9680908426233752,-5.267008885829116,0.013224707436986288,1.1701271131339648,168506.0,0.6602582938923679,0.6248870203680998,15.523699561218265,0.051663578808688645,1.0427808580910851,0.0
T2(t),1.7205731767380665,1.4664605790636676,-2.17804477604452,0.006978741809306011,1.0823254149372954,168506.0,0.7779958932319965,0.7017564808143149,3.3569362717394546,0.0753364785447488,0.9551657343177791,0.0
T3(t),1.174453192957506,1.0517645540618992,-9.840048753939305,0.014653594859877583,1.412312328398936,168506.0,0.6281638916978565,0.6098563297643478,18.159181061387404,0.05218906384426947,1.1694736467421323,0.0
T4(t),1.1897289443356598,1.0475145221944302,-4.149426775261821,0.012261531784920893,1.219712827257904,168506.0,0.6428331385350522,0.6069995888580282,4.764106551003172,0.05842466045154567,0.9143632662324896,0.0
T5(t),0.9537540878387767,0.8402005858227285,-5.372485492192145,0.017262324415267094,1.3187973010026475,168506.0,0.6373352504546753,0.605530410716809,7.359311291402422,0.048604701467917615,1.2343419237571265,0.0
T6(t),3.921245481892129,3.3588039302374413,-3.8641232392589466,-0.183623290888803,1.0445631400223747,168506.0,1.9474311812228595,1.7620045552832333,15.330276197840634,0.8852032235700965,1.005696413507984,0.0
T7(t),0.8917801716609309,0.7946194440194762,-6.610263219594669,0.006946785853592021,1.0659610464493257,168506.0,0.5399688523658465,0.5135387043492338,9.02776271243378,0.044450299738555105,0.6729210262350378,0.0
T8(t),1.0981999008920544,0.9541146270458326,-3.758624133726487,0.006740862420659656,0.9792921316624781,168506.0,0.5662879403598071,0.5617058336915874,7.08347144184969,0.04677493756607571,0.74068637398852,0.0
T9(t),0.7173132311568239,0.6724738116730844,-17.84286023716006,0.006451898674850346,1.0365624330650909,168506.0,0.4990257915460796,0.4981523844881947,18.42044809836155,0.04385066902806483,0.6466939827260552,0.0
T_out(t),3.457961299064479,3.0252644149145533,-5.56149804119288,-0.08886601378537569,1.1114828611239886,168506.0,1.9076597740221197,1.822505909916764,20.527604243742346,0.7014799685373139,0.9853130539677487,0.0
Tdewpoint(t),1.9367718931766573,1.6860704154129158,-2.7262108490129795,0.0,-1.0566055819382834,168506.0,0.0,0.0,0.0,0.0,0.0,0.0
Visibility(t),10.842077096082265,8.89421304615621,-0.15581945243090428,0.033283613861651136,1.8149907155651979,168506.0,4.910593792699996,4.600942592071107,0.39744874707523603,0.11553934557828247,1.212610376944386,0.0
Windspeed(t),2.5725368443071712,2.268534866878022,-3.0133291323266698,-0.050156385735858865,1.7926054534020492,168506.0,1.2892642684213387,1.2672976522997972,4.98533669376749,0.5623010960561399,2.733306665274495,0.0
lights(t),7.309726151573266,5.454505110333135,-0.3000463259064938,-0.1359525255040758,1.0980911847642294,168506.0,2.728288373953464,2.3436220139058,0.692605412538072,0.8948390606329979,0.5679810618074635,0.0
