window,time_step,rmse,mae,r2,fb,nrmse,num_params
5,RH_5(t),12.036903180082735,7.557344292792907,-0.34694116468389313,0.10547877348069523,3.2854054405210253,72602
5,T6(t),1.5592951963041555,1.3632176668067058,-0.11531875150905857,0.05857495318706871,2.293906940843641,72602
5,RH_6(t),16.754618367262093,15.14375078127065,-1.4298468714614834,-0.17080580514798258,3.9146525105551433,72602
5,T7(t),1.5422818347057388,1.5254375002065477,-49.827884675041254,0.08406831296902492,2.5279252269043146,72602
5,RH_7(t),2.214689600018508,1.9686986821019195,-0.023796003852872172,0.026127840299891174,1.2269720471188044,72602
5,T8(t),1.8898745471891778,1.8126445354154013,-11.476227674759741,0.08713840146077138,2.399392054797192,72602
5,RH_8(t),4.330624878917234,3.6760073898151906,-0.2981585807988425,0.0595203933725944,1.2869709018157407,72602
5,T9(t),1.9075977361118457,1.8920113348275054,-126.19193509318858,0.104539751282807,2.703136044235389,72602
5,RH_9(t),3.1822363544426198,2.605216428495301,-0.05755733530610274,0.03257577532612131,1.8239512483552514,72602
5,T_out(t),1.5969292295871673,1.2744528097549674,-0.03282496546887215,0.04437230699351271,2.6191016136020995,72602
5,Press_mm_hg(t),43.265030160724656,43.20959257845546,-462.80908497557573,0.05977815788119235,4.9496502004239336,72602
5,RH_out(t),13.227743409862148,11.687961804281837,-1.308908793035903,-0.13171323917661715,3.5275561329190586,72602
5,Windspeed(t),4.29565714128689,3.8109636177669723,-3.7418252548384254,0.5797733829037405,3.247097255326917,72602
5,Visibility(t),4.755204209026572,4.116235503892206,-0.09717487069808195,0.04015993439243224,3.3231273034287314,72602
5,Tdewpoint(t),1.8693066446101594,1.5105410141388174,-2.4711355827996555,0.0,-0.9838362457194828,72602
6,Appliances(t),120.62090831774167,104.57780727638206,0.10461368550225592,-0.39332588232002275,0.6511384731415888,72602
6,lights(t),8.991803300692528,8.068888928079364,-0.1476138193091845,-0.5568727751139576,1.7192342332753638,72602
6,T1(t),1.2281775132404802,0.9307426830879136,-0.6216505686260114,0.036650419991647684,1.5521574627744337,72602
6,RH_1(t),2.190921089269509,1.5136768887127714,-1.3849944756514416,-0.01844829800309459,0.4555325598253384,72602
6,T2(t),1.0575658196858895,0.8755381250784898,-0.11009519038365134,0.0040742284159219575,0.8549800058772178,72602
6,RH_2(t),1.9587565586428575,1.6450265100159616,-3.9382475976326585,-0.03926526640887756,1.0618425821831194,72602
6,T3(t),0.5553528988072168,0.45324907241537266,-0.10796789391390349,0.00803706907934749,0.9023974704092522,72602
6,RH_3(t),1.4030487998393268,1.0503302464105955,-0.9501661956572947,-0.013490547902506034,0.5729359624540554,72602
6,T4(t),0.9714529660579011,0.727946109158537,-0.48502295204222556,0.025134019283351225,1.833805475151454,72602
6,RH_4(t),2.687151574540994,2.0230359971099703,-1.0606113531764287,-0.040185900585818585,1.096907233328051,72602
6,T5(t),1.0746005484763463,0.9239391938374688,-1.8064414712906287,-0.008692484741411762,0.35782253707124606,72602
6,RH_5(t),6.3806005889828485,5.387428267769945,-0.7974583414802476,-0.07608304602641816,8.729879387670707,72602
6,T6(t),3.358490836496527,2.905316462960541,-1.6794311546528,-0.5367991006236212,0.6521449392981216,72602
6,RH_6(t),5.53472398496146,5.27478213599087,-3.5597820139745435,0.0553773197212699,1.505595998117336,72602
6,T7(t),0.8990568166299685,0.8023960112492657,-7.021652719150429,-0.01298575881525086,0.2789541338058034,72602
6,RH_7(t),3.372603194678382,2.443032335534179,-0.7625196926451401,-0.051815163736729064,3.319532513059755,72602
6,T8(t),1.6752843351379492,1.428911058928291,-5.630545931525234,0.06551684350006635,1.0205348390426918,72602
6,RH_8(t),3.413514784582956,2.9886092699871756,-0.2895054890241102,-0.0013335587480782318,1.6214080800921105,72602
6,T9(t),0.7235062067329976,0.5477561819008744,-50.18120383300729,0.01579654707935465,0.2773760536109318,72602
6,RH_9(t),2.9203277269675207,2.3401323951682484,-1.6358366678500045,-0.04403089646213534,1.3929459734531573,72602
6,T_out(t),2.186378671604149,1.8498698775134919,-1.7793602370313626,-0.39813789128607613,3.7218605241680582,72602
6,Press_mm_hg(t),67.15670587328705,66.84278535536298,-690.9907125068485,0.09368385185746292,2.1814768380013025,72602
6,RH_out(t),10.46360332888452,9.499041226511276,-0.4388346691404532,0.0661971486989798,3.54882346912129,72602
6,Windspeed(t),3.0824917941702186,2.8002899463608384,-4.857834893331546,-0.5769493918840204,6.003292878766572,72602
6,Visibility(t),16.11107856606201,13.029499157229452,-0.22582246189880273,0.1779429148601655,14.289222340862679,72602
6,Tdewpoint(t),1.8693066446101594,1.5105410141388174,-2.4711355827996555,0.0,-0.9838362457194828,72602
7,Appliances(t),65.3854008707723,40.21435182832825,0.4571957919110795,-0.17355968878614705,0.20192170571026916,72602
7,lights(t),10.893293296693745,9.185856693287187,0.01694383259104415,-0.06429977926945442,0.8377940773361815,72602
7,T1(t),0.7651341930989539,0.5898865431577406,-0.1191595738303537,-0.017814303149925173,0.7218770315751422,72602
7,RH_1(t),2.5489909436889313,2.106123850349646,-1.0872349549528941,-0.05508484550348244,0.7498164538631228,72602
7,T2(t),1.1856050285301925,0.9650628170265149,-0.8921993280684355,-0.048561518518482685,1.1025296326808554,72602
7,RH_2(t),1.7652789808808855,1.4212208100139816,0.1678736193259751,-0.023854167718536465,0.49178437405846576,72602
7,T3(t),0.6391004866400459,0.5872162003363864,-1.707128044646553,-0.023435522281781047,0.5925823306237324,72602
7,RH_3(t),1.5378818900153104,1.318486846304182,0.2445662241729426,-0.017907105645099383,0.534254059022463,72602
7,T4(t),1.0242359230220697,0.7509779449566193,-0.7177665180673583,0.034638220184984046,1.0105109315224148,72602
7,RH_4(t),2.1168897029484643,1.721015228168211,-0.7954983681620853,-0.04522416623859313,0.6106458745274844,72602
7,T5(t),0.6460769230106144,0.5242016986259543,0.14769266527246794,-0.0047153558601002255,0.19107557825859225,72602
7,RH_5(t),6.449051795363943,5.385932839743778,0.5614320937488302,-0.06810189236695287,0.20001124338076257,72602
7,T6(t),5.561197926482001,4.997892471074528,-2.7597357029722893,-4.150280040877273,1.804961056987319,72602
7,RH_6(t),5.206288527836044,3.5416377532179113,0.7984118707806278,-0.04313828721518178,0.19092848670983065,72602
7,T7(t),0.7688508110628893,0.6656964570899115,0.4393311072472251,-0.013816539811776312,0.5587580799403123,72602
